Mod:Item:MetaData, Localized Name
pyrotech:brick_sawmill, Refractory Sawmill
pyrotech:brick_crucible, Refractory Crucible
pyrotech:mechanical_hopper, Mechanical Hopper
pyrotech:bellows, Bellows
pyrotech:mechanical_bellows, Mechanical Bellows
pyrotech:mechanical_compacting_bin, Mechanical Compactor
pyrotech:mechanical_mulch_spreader, Mechanical Mulcher
pyrotech:sawmill_blade_stone, Stone Sawmill Blade
pyrotech:sawmill_blade_flint, Flint Sawmill Blade
pyrotech:sawmill_blade_bone, Bone Sawmill Blade
pyrotech:sawmill_blade_iron, Iron Sawmill Blade
pyrotech:sawmill_blade_gold, Golden Sawmill Blade
pyrotech:sawmill_blade_diamond, Diamond Sawmill Blade
pyrotech:sawmill_blade_obsidian, Obsidian Sawmill Blade
pyrotech:cog_wood, Wooden Cog
pyrotech:cog_stone, Stone Cog
pyrotech:cog_flint, Flint Cog
pyrotech:cog_bone, Bone Cog
pyrotech:cog_iron, Iron Cog
pyrotech:cog_gold, Golden Cog
pyrotech:cog_diamond, Diamond Cog
pyrotech:cog_obsidian, Obsidian Cog
pyrotech:fluid.wood_tar, Wood Tar
pyrotech:fluid.coal_tar, Coal Tar
pyrotech:pit_ash_block, Ash Pile
pyrotech:tar_collector:0, Stone Collector
pyrotech:tar_collector:1, Refractory Collector
pyrotech:tar_drain:0, Stone Drain
pyrotech:tar_drain:1, Refractory Drain
pyrotech:crude_axe, Crude Axe
pyrotech:crude_hoe, Crude Hoe
pyrotech:crude_pickaxe, Crude Pickaxe
pyrotech:crude_shovel, Crude Shovel
pyrotech:crude_fishing_rod, Crude Fishing Rod
pyrotech:bone_axe, Bone Axe
pyrotech:bone_hoe, Bone Hoe
pyrotech:bone_pickaxe, Bone Pickaxe
pyrotech:bone_shovel, Bone Shovel
pyrotech:bone_sword, Bone Sword
pyrotech:flint_axe, Flint Axe
pyrotech:flint_hoe, Flint Hoe
pyrotech:flint_pickaxe, Flint Pickaxe
pyrotech:flint_shovel, Flint Shovel
pyrotech:flint_sword, Flint Sword
pyrotech:redstone_axe, Redstone Axe
pyrotech:redstone_hoe, Redstone Hoe
pyrotech:redstone_pickaxe, Redstone Pickaxe
pyrotech:redstone_shovel, Redstone Shovel
pyrotech:redstone_sword, Redstone Sword
pyrotech:quartz_axe, Quartz Axe
pyrotech:quartz_hoe, Quartz Hoe
pyrotech:quartz_pickaxe, Quartz Pickaxe
pyrotech:quartz_shovel, Quartz Shovel
pyrotech:quartz_sword, Quartz Sword
pyrotech:obsidian_axe, Obsidian Axe
pyrotech:obsidian_hoe, Obsidian Hoe
pyrotech:obsidian_pickaxe, Obsidian Pickaxe
pyrotech:obsidian_shovel, Obsidian Shovel
pyrotech:obsidian_sword, Obsidian Sword
pyrotech:unfired_clay_shears, Unfired Clay Shears
pyrotech:clay_shears, Clay Shears
pyrotech:stone_shears, Stone Shears
pyrotech:bone_shears, Bone Shears
pyrotech:flint_shears, Flint Shears
pyrotech:gold_shears, Golden Shears
pyrotech:diamond_shears, Diamond Shears
pyrotech:obsidian_shears, Obsidian Shears
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, Compacting Drawer
storagedrawers:controller, Drawer Controller
storagedrawers:controllerslave, Controller Slave
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:framingtable, Framing Table
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
storagedrawers:customtrim, Framed Trim
storagedrawers:upgrade_template, Upgrade Template
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, Storage Downgrade
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, Void Upgrade
storagedrawers:upgrade_conversion, Conversion Upgrade
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, Drawer Key
storagedrawers:shroud_key, Concealment Key
storagedrawers:personal_key, Personal Key
storagedrawers:quantify_key, Quantify Key
storagedrawers:tape, Packing Tape
tcomplement:materials:0, Stone Bucket
tcomplement:materials:1, Scorched Brick
tcomplement:materials:10, Steel Ingot
tcomplement:materials:20, Steel Nugget
tcomplement:cast:0, Bucket Cast
tcomplement:cast_clay:0, Clay Bucket Cast
tcomplement:edibles:10, Milk Chocolate Ingot
tcomplement:edibles:11, Dark Chocolate Ingot
tcomplement:edibles:20, Milk Chocolate Nugget
tcomplement:edibles:21, Dark Chocolate Nugget
tcomplement:edibles:30, Cocoa Butter
tcomplement:melter:0, Melter
tcomplement:melter:8, Seared Heater
tcomplement:alloy_tank:0, Alloy Tank
tcomplement:porcelain_tank:0, Porcelain Tank
tcomplement:porcelain_tank:1, Porcelain Gauge
tcomplement:porcelain_tank:2, Porcelain Window
tcomplement:porcelain_melter:0, Porcelain Melter
tcomplement:porcelain_melter:8, Porcelain Heater
tcomplement:porcelain_alloy_tank:0, Porcelain Alloy Tank
tcomplement:manyullyn_helmet, Manyullyn Helmet
tcomplement:manyullyn_chestplate, Manyullyn Chestplate
tcomplement:manyullyn_leggings, Manyullyn Leggings
tcomplement:manyullyn_boots, Manyullyn Boots
tcomplement:knightslime_helmet, Knightslime Helmet
tcomplement:knightslime_chestplate, Knightslime Chestplate
tcomplement:knightslime_leggings, Knightslime Leggings
tcomplement:knightslime_boots, Knightslime Boots
tcomplement:steel_helmet, Steel Helmet
tcomplement:steel_chestplate, Steel Chestplate
tcomplement:steel_leggings, Steel Leggings
tcomplement:steel_boots, Steel Boots
tcomplement:storage:0, Block of Charcoal
tcomplement:storage:1, Block of Steel
tcomplement:high_oven_controller:0, High Oven Controller
tcomplement:scorched_faucet:0, Scorched Faucet
tcomplement:scorched_channel:0, Scorched Channel
tcomplement:scorched_casting:0, Scorched Casting Table
tcomplement:scorched_casting:1, Scorched Casting Basin
tcomplement:high_oven_io:0, Scorched Drain
tcomplement:high_oven_io:1, Scorched Chute
tcomplement:high_oven_io:2, Scorched Duct
tcomplement:scorched_block:0, Scorched Stone
tcomplement:scorched_block:1, Scorched Cobblestone
tcomplement:scorched_block:2, Scorched Paver
tcomplement:scorched_block:3, Scorched Bricks
tcomplement:scorched_block:4, Cracked Scorched Bricks
tcomplement:scorched_block:5, Fancy Scorched Bricks
tcomplement:scorched_block:6, Square Scorched Bricks
tcomplement:scorched_block:7, Scorched Road
tcomplement:scorched_block:8, Scorched Creeperface
tcomplement:scorched_block:9, Triangle Scorched Bricks
tcomplement:scorched_block:10, Small Scorched Bricks
tcomplement:scorched_block:11, Scorched Tiles
tcomplement:scorched_slab:0, Scorched Stone Slab
tcomplement:scorched_slab:1, Scorched Cobblestone Slab
tcomplement:scorched_slab:2, Scorched Paver Slab
tcomplement:scorched_slab:3, Scorched Bricks Slab
tcomplement:scorched_slab:4, Cracked Scorched Bricks Slab
tcomplement:scorched_slab:5, Fancy Scorched Bricks Slab
tcomplement:scorched_slab:6, Square Scorched Bricks Slab
tcomplement:scorched_slab:7, Scorched Road Slab
tcomplement:scorched_slab2:0, Scorched Creeperface Slab
tcomplement:scorched_slab2:1, Triangle Scorched Bricks Slab
tcomplement:scorched_slab2:2, Small Scorched Bricks Slab
tcomplement:scorched_slab2:3, Scorched Tile Slab
tcomplement:scorched_stairs_stone:0, Scorched Stone Stairs
tcomplement:scorched_stairs_cobble:0, Scorched Cobblestone Stairs
tcomplement:scorched_stairs_paver:0, Scorched Paver Stairs
tcomplement:scorched_stairs_brick:0, Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_cracked:0, Cracked Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_fancy:0, Fancy Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_square:0, Square Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_triangle:0, Triangle Scorched Bricks Stairs
tcomplement:scorched_stairs_brick_small:0, Small Scorched Bricks Stairs
tcomplement:scorched_stairs_road:0, Scorched Road Stairs
tcomplement:scorched_stairs_tile:0, Scorched Tile Stairs
tcomplement:scorched_stairs_creeper:0, Scorched Creeperface Stairs
tcomplement:porcelain_casting:0, Porcelain Casting Table
tcomplement:porcelain_casting:1, Porcelain Casting Basin
cuisine:iron_spatula, Iron Spatula
cuisine:dish, Dish
cuisine:placed_dish, Plate
cuisine:material:0, Wooden Arm
cuisine:material:1, Wooden Handle
cuisine:material:2, Salt
cuisine:material:3, Crude Salt
cuisine:material:4, Chili Powder
cuisine:material:5, Szechuan Pepper Powder
cuisine:material:6, Bamboo Charcoal
cuisine:material:7, Brown Sugar
cuisine:kitchen_knife, Kitchen Knife
cuisine:drink, Drink
cuisine:boat, Citrus Boat
cuisine:ingredient, item.cuisine.ingredient.name
cuisine:fan, Fan
cuisine:manual, Culinary Manual
cuisine:food:0, Tofu
cuisine:food:1, Flour
cuisine:food:2, Dough
cuisine:food:3, Rice Powder
cuisine:food:4, White Rice
cuisine:food:5, Pickled Cabbage
cuisine:food:6, Pickled Cucumber
cuisine:food:7, Pickled Pepper
cuisine:food:8, Pickled Turnip
cuisine:food:9, Mandarin
cuisine:food:10, Citron
cuisine:food:11, Pomelo
cuisine:food:12, Orange
cuisine:food:13, Lemon
cuisine:food:14, Grapefruit
cuisine:food:15, Lime
cuisine:glass_bottle, Bottle of %s
cuisine:crops:0, Peanut
cuisine:crops:1, Sesame
cuisine:crops:2, Soybean
cuisine:crops:3, Rice
cuisine:crops:4, Tomato
cuisine:crops:5, Chili
cuisine:crops:6, Garlic
cuisine:crops:7, Ginger
cuisine:crops:8, Szechuan Peppercorn
cuisine:crops:9, Scallion
cuisine:crops:10, Turnip
cuisine:crops:11, Cabbage
cuisine:crops:12, Lettuce
cuisine:crops:13, Corn
cuisine:crops:14, Cucumber
cuisine:crops:15, Green Pepper
cuisine:crops:16, Red Pepper
cuisine:crops:17, Leek
cuisine:crops:18, Onion
cuisine:crops:19, Eggplant
cuisine:crops:20, Spinach
cuisine:crops:21, Bamboo Shoot
cuisine:door, Citrus Door
cuisine:wok, Wok
cuisine:mortar:0, Mortar
cuisine:mortar:1, Mortar with Water
cuisine:drinkro, Drinkro™
cuisine:spice_bottle:0, Spice Bottle
cuisine:fence_gate, Citrus Fence Gate
cuisine:mill, Mill
cuisine:earthen_basin_colored:0, White-Colored Earthen Basin
cuisine:earthen_basin_colored:1, Orange-Colored Earthen Basin
cuisine:earthen_basin_colored:2, Magenta-Colored Earthen Basin
cuisine:earthen_basin_colored:3, Light-Blue-Colored Earthen Basin
cuisine:earthen_basin_colored:4, Yellow-Colored Earthen Basin
cuisine:earthen_basin_colored:5, Lime-Colored Earthen Basin
cuisine:earthen_basin_colored:6, Pink-Colored Earthen Basin
cuisine:earthen_basin_colored:7, Gray-Colored Earthen Basin
cuisine:earthen_basin_colored:8, Light-Gray-Colored Earthen Basin
cuisine:earthen_basin_colored:9, Cyan-Colored Earthen Basin
cuisine:earthen_basin_colored:10, Purple-Colored Earthen Basin
cuisine:earthen_basin_colored:11, Blue-Colored Earthen Basin
cuisine:earthen_basin_colored:12, Brown-Colored Earthen Basin
cuisine:earthen_basin_colored:13, Green-Colored Earthen Basin
cuisine:earthen_basin_colored:14, Red-Colored Earthen Basin
cuisine:earthen_basin_colored:15, Black-Colored Earthen Basin
cuisine:bamboo, Bamboo
cuisine:jar, Jar
cuisine:planks, Citrus Wood Planks
cuisine:sheared_leaves:0, Pomelo Leaves
cuisine:sheared_leaves:1, Citron Leaves
cuisine:sheared_leaves:2, Mandarin Leaves
cuisine:sheared_leaves:3, Grapefruit Leaves
cuisine:sheared_leaves:4, Orange Leaves
cuisine:sheared_leaves:5, Lemon Leaves
cuisine:sheared_leaves:6, Lime Leaves
cuisine:sheared_leaves:7, Pomelo Leaves
cuisine:sheared_leaves:8, Citron Leaves
cuisine:sheared_leaves:9, Mandarin Leaves
cuisine:sheared_leaves:10, Grapefruit Leaves
cuisine:sheared_leaves:11, Oragne Leaves
cuisine:sheared_leaves:12, Lemon Leaves
cuisine:sheared_leaves:13, Lime Leaves
cuisine:fence, Citrus Fence
cuisine:wooden_basin, Wooden Basin
cuisine:fire_pit:0, Fire Pit
cuisine:fire_pit:1, Wok on a Fire Pit
cuisine:fire_pit:2, Barbecue Rack
cuisine:chopping_board, Chopping Board
cuisine:tofu_block, Tofu Block
cuisine:sapling:0, Pomelo Sapling
cuisine:sapling:1, Citron Sapling
cuisine:sapling:2, Mandarin Sapling
cuisine:sapling:3, Grapefruit Sapling
cuisine:sapling:4, Orange Sapling
cuisine:sapling:5, Lemon Sapling
cuisine:sapling:6, Lime Sapling
cuisine:trapdoor, Citrus Trapdoor
cuisine:log, Citrus Wood
cuisine:earthen_basin, Earthen Basin
primal_tech:fire_sticks, Whittled Fire Sticks
primal_tech:bone_pickaxe, Bone Pickaxe
primal_tech:bone_axe, Bone Axe
primal_tech:bone_shovel, Bone Shovel
primal_tech:bone_shears, Bone Shears
primal_tech:fluid_bladder:0, Fluid Bladder
primal_tech:bone_shard, Bone Shard
primal_tech:plant_fibres, Plant Fibres
primal_tech:twine, Twine
primal_tech:rock, Crafting Rock
primal_tech:wood_club, Wood Club
primal_tech:bone_club, Bone Club
primal_tech:stone_club, Stone Club
primal_tech:flint_edged_disc, Water Powered Saw Blade
primal_tech:bone_sword, Bone Sword
primal_tech:bone_knife, Bone Knife
primal_tech:stone_mallet, Stone Mallet
primal_tech:leaf_bed, Bed of Straw and Leaves
primal_tech:flint_block, Flint Block
primal_tech:charcoal_block, Low Grade Charcoal
primal_tech:clay_kiln, Clay Kiln
primal_tech:stick_bundle, Stick Bundle
primal_tech:fibre_torch, Un-Lit Fibre Torch
primal_tech:wooden_hopper, Wopper Mk2 :P
primal_tech:charcoal_hopper, Flame Grilled Wopper
primal_tech:fibre_torch_lit, Lit Fibre Torch
primal_tech:work_stump, Work Stump
primal_tech:stone_grill, Stone Grill
primal_tech:work_stump_upgraded, Work Stump Mk2
primal_tech:water_saw, Water Powered Saw
primal_tech:stone_anvil, Stone Anvil
primal_tech:wooden_basin, Wooden Basin
actuallyadditions:block_canola_oil, Canola Oil
actuallyadditions:block_refined_canola_oil, Refined Canola Oil
actuallyadditions:block_crystal_oil, Crystallized Oil
actuallyadditions:block_empowered_oil, Empowered Oil
actuallyadditions:block_crystal_cluster_redstone, Red Crystal Cluster
actuallyadditions:block_crystal_cluster_lapis, Blue Crystal Cluster
actuallyadditions:block_crystal_cluster_diamond, Light Blue Crystal Cluster
actuallyadditions:block_crystal_cluster_coal, Black Crystal Cluster
actuallyadditions:block_crystal_cluster_emerald, Green Crystal Cluster
actuallyadditions:block_crystal_cluster_iron, White Crystal Cluster
actuallyadditions:block_battery_box, Battery Box
actuallyadditions:block_item_viewer_hopping, Hopping Item Interface
actuallyadditions:block_farmer, Farmer
actuallyadditions:block_bio_reactor, Bio Reactor
actuallyadditions:block_empowerer, Empowerer
actuallyadditions:block_tiny_torch, Tiny Torch
actuallyadditions:block_shock_suppressor, Shock Absorber
actuallyadditions:block_display_stand, Display Stand
actuallyadditions:block_player_interface, Player Interface
actuallyadditions:block_item_viewer, Item Interface
actuallyadditions:block_firework_box, Firework Box
actuallyadditions:block_miner, Vertical Digger
actuallyadditions:block_atomic_reconstructor, Atomic Reconstructor
actuallyadditions:block_crystal:0, Restonia Crystal Block
actuallyadditions:block_crystal:1, Palis Crystal Block
actuallyadditions:block_crystal:2, Diamatine Crystal Block
actuallyadditions:block_crystal:3, Void Crystal Block
actuallyadditions:block_crystal:4, Emeradic Crystal Block
actuallyadditions:block_crystal:5, Enori Crystal Block
actuallyadditions:block_crystal_empowered:0, Empowered Restonia Crystal Block
actuallyadditions:block_crystal_empowered:1, Empowered Palis Crystal Block
actuallyadditions:block_crystal_empowered:2, Empowered Diamatine Crystal Block
actuallyadditions:block_crystal_empowered:3, Empowered Void Crystal Block
actuallyadditions:block_crystal_empowered:4, Empowered Emeradic Crystal Block
actuallyadditions:block_crystal_empowered:5, Empowered Enori Crystal Block
actuallyadditions:block_black_lotus, Black Lotus
actuallyadditions:block_laser_relay, Energy Laser Relay
actuallyadditions:block_laser_relay_advanced, Advanced Energy Laser Relay
actuallyadditions:block_laser_relay_extreme, Extreme Energy Laser Relay
actuallyadditions:block_laser_relay_fluids, Fluid Laser Relay
actuallyadditions:block_laser_relay_item, Item Laser Relay
actuallyadditions:block_laser_relay_item_whitelist, Advanced Item Laser Relay
actuallyadditions:block_ranged_collector, Ranged Collector
actuallyadditions:block_directional_breaker, Long-Range Breaker
actuallyadditions:block_leaf_generator, Leaf-Eating Generator
actuallyadditions:block_smiley_cloud, Smiley Cloud
actuallyadditions:block_xp_solidifier, Experience Solidifier
actuallyadditions:block_testifi_bucks_green_wall, Ethetic Green Block
actuallyadditions:block_testifi_bucks_white_wall, Ethetic Quartz
actuallyadditions:block_testifi_bucks_green_stairs, Ethetic Green Stairs
actuallyadditions:block_testifi_bucks_white_stairs, Ethetic Quartz Stairs
actuallyadditions:block_testifi_bucks_green_slab, Ethetic Green Slab
actuallyadditions:block_testifi_bucks_white_slab, Ethetic Quartz Slab
actuallyadditions:block_testifi_bucks_green_fence, Ethetic Green Wall
actuallyadditions:block_testifi_bucks_white_fence, Ethetic Quartz Wall
actuallyadditions:block_colored_lamp:0, White Lamp
actuallyadditions:block_colored_lamp:1, Orange Lamp
actuallyadditions:block_colored_lamp:2, Magenta Lamp
actuallyadditions:block_colored_lamp:3, Light Blue Lamp
actuallyadditions:block_colored_lamp:4, Yellow Lamp
actuallyadditions:block_colored_lamp:5, Lime Lamp
actuallyadditions:block_colored_lamp:6, Pink Lamp
actuallyadditions:block_colored_lamp:7, Gray Lamp
actuallyadditions:block_colored_lamp:8, Light Gray Lamp
actuallyadditions:block_colored_lamp:9, Cyan Lamp
actuallyadditions:block_colored_lamp:10, Purple Lamp
actuallyadditions:block_colored_lamp:11, Blue Lamp
actuallyadditions:block_colored_lamp:12, Brown Lamp
actuallyadditions:block_colored_lamp:13, Green Lamp
actuallyadditions:block_colored_lamp:14, Red Lamp
actuallyadditions:block_colored_lamp:15, Black Lamp
actuallyadditions:block_colored_lamp_on:0, White Lamp (On)
actuallyadditions:block_colored_lamp_on:1, Orange Lamp (On)
actuallyadditions:block_colored_lamp_on:2, Magenta Lamp (On)
actuallyadditions:block_colored_lamp_on:3, Light Blue Lamp (On)
actuallyadditions:block_colored_lamp_on:4, Yellow Lamp (On)
actuallyadditions:block_colored_lamp_on:5, Lime Lamp (On)
actuallyadditions:block_colored_lamp_on:6, Pink Lamp (On)
actuallyadditions:block_colored_lamp_on:7, Gray Lamp (On)
actuallyadditions:block_colored_lamp_on:8, Light Gray Lamp (On)
actuallyadditions:block_colored_lamp_on:9, Cyan Lamp (On)
actuallyadditions:block_colored_lamp_on:10, Purple Lamp (On)
actuallyadditions:block_colored_lamp_on:11, Blue Lamp (On)
actuallyadditions:block_colored_lamp_on:12, Brown Lamp (On)
actuallyadditions:block_colored_lamp_on:13, Green Lamp (On)
actuallyadditions:block_colored_lamp_on:14, Red Lamp (On)
actuallyadditions:block_colored_lamp_on:15, Black Lamp (On)
actuallyadditions:block_lamp_powerer, Lamp Controller
actuallyadditions:block_treasure_chest, Treasure Chest
actuallyadditions:block_energizer, Energizer
actuallyadditions:block_enervator, Enervator
actuallyadditions:block_lava_factory_controller, Lava Factory Controller
actuallyadditions:block_canola_press, Canola Press
actuallyadditions:block_phantomface, Phantomface
actuallyadditions:block_phantom_placer, Phantom Placer
actuallyadditions:block_phantom_liquiface, Phantom Liquiface
actuallyadditions:block_phantom_energyface, Phantom Energyface
actuallyadditions:block_phantom_redstoneface, Phantom Redstoneface
actuallyadditions:block_phantom_breaker, Phantom Breaker
actuallyadditions:block_coal_generator, Coal Generator
actuallyadditions:block_oil_generator, Oil Generator
actuallyadditions:block_fermenting_barrel, Fermenting Barrel
actuallyadditions:block_rice, Rice Plant
actuallyadditions:block_canola, Canola Plant
actuallyadditions:block_flax, Flax Plant
actuallyadditions:block_coffee, Coffee Plant
actuallyadditions:block_compost, Compost
actuallyadditions:block_misc:0, Pillar of Black Quartz
actuallyadditions:block_misc:1, Chiseled Block of Black Quartz
actuallyadditions:block_misc:2, Block of Black Quartz
actuallyadditions:block_misc:3, Black Quartz Ore
actuallyadditions:block_misc:4, Wood Casing
actuallyadditions:block_misc:5, Block of Charcoal
actuallyadditions:block_misc:6, Block of Enderpearl
actuallyadditions:block_misc:7, Casing
actuallyadditions:block_misc:8, Ender Casing
actuallyadditions:block_misc:9, Iron Casing
actuallyadditions:block_feeder, Automatic Feeder
actuallyadditions:block_giant_chest, Small Storage Crate
actuallyadditions:block_giant_chest_medium, Medium Storage Crate
actuallyadditions:block_giant_chest_large, Large Storage Crate
actuallyadditions:block_grinder, Crusher
actuallyadditions:block_grinder_double, Double Crusher
actuallyadditions:block_furnace_double, Powered Furnace
actuallyadditions:block_inputter, ESD
actuallyadditions:block_inputter_advanced, Advanced ESD
actuallyadditions:block_fishing_net, Fishing Net
actuallyadditions:block_furnace_solar, Solar Panel
actuallyadditions:block_heat_collector, Heat Collector
actuallyadditions:block_item_repairer, Item Repairer
actuallyadditions:block_greenhouse_glass, Greenhouse Glass
actuallyadditions:block_breaker, Auto-Breaker
actuallyadditions:block_placer, Auto-Placer
actuallyadditions:block_dropper, Automatic Precision Dropper
actuallyadditions:block_fluid_placer, Fluid Placer
actuallyadditions:block_fluid_collector, Fluid Collector
actuallyadditions:block_coffee_machine, Coffee Maker
actuallyadditions:block_phantom_booster, Phantom Booster
actuallyadditions:block_wild:0, Wild Canola
actuallyadditions:block_wild:1, Wild Flax
actuallyadditions:block_wild:2, Wild Rice
actuallyadditions:block_wild:3, Wild Coffee
actuallyadditions:block_quartz_wall, Black Quartz Wall
actuallyadditions:block_chiseled_quartz_wall, Chiseled Black Quartz Wall
actuallyadditions:block_pillar_quartz_wall, Black Quartz Pillar Wall
actuallyadditions:block_quartz_stair, Black Quartz Stairs
actuallyadditions:block_chiseled_quartz_stair, Chiseled Black Quartz Stairs
actuallyadditions:block_pillar_quartz_stair, Black Quartz Pillar Stairs
actuallyadditions:block_quartz_slab, Black Quartz Slab
actuallyadditions:block_chiseled_quartz_slab, Chiseled Black Quartz Slab
actuallyadditions:block_pillar_quartz_slab, Black Quartz Pillar Slab
actuallyadditions:item_crystal_shard:0, Red Crystal Shard
actuallyadditions:item_crystal_shard:1, Blue Crystal Shard
actuallyadditions:item_crystal_shard:2, Light Blue Crystal Shard
actuallyadditions:item_crystal_shard:3, Black Crystal Shard
actuallyadditions:item_crystal_shard:4, Green Crystal Shard
actuallyadditions:item_crystal_shard:5, White Crystal Shard
actuallyadditions:item_engineer_goggles_advanced, Engineer's Infrared Goggles
actuallyadditions:item_engineer_goggles, Engineer's Goggles
actuallyadditions:item_laser_upgrade_range, Laser Relay Modifier: Range
actuallyadditions:item_laser_upgrade_invisibility, Laser Relay Modifier: Invisibility
actuallyadditions:item_filling_wand:0, Handheld Filler
actuallyadditions:item_filling_wand:0, Handheld Filler
actuallyadditions:item_bag, Traveler's Sack
actuallyadditions:item_void_bag, Void Sack
actuallyadditions:item_worm, Worm
actuallyadditions:item_player_probe, Player Probe
actuallyadditions:item_filter, Item Filter
actuallyadditions:item_water_bowl, Bowl of Water
actuallyadditions:item_spawner_changer, Spawner Changer
actuallyadditions:item_misc:0, Paper Cone
actuallyadditions:item_misc:1, Bio-Mash
actuallyadditions:item_misc:2, Knife Blade
actuallyadditions:item_misc:3, Knife Handle
actuallyadditions:item_misc:4, Dough
actuallyadditions:item_misc:5, Black Quartz
actuallyadditions:item_misc:6, Ring
actuallyadditions:item_misc:7, Basic Coil
actuallyadditions:item_misc:8, Advanced Coil
actuallyadditions:item_misc:9, Rice Dough
actuallyadditions:item_misc:10, Tiny Coal
actuallyadditions:item_misc:11, Tiny Charcoal
actuallyadditions:item_misc:12, Rice Slimeball
actuallyadditions:item_misc:13, Canola
actuallyadditions:item_misc:14, Empty Cup
actuallyadditions:item_misc:15, Bat's Wing
actuallyadditions:item_misc:16, Drill Core
actuallyadditions:item_misc:17, Black Dye
actuallyadditions:item_misc:18, Lens
actuallyadditions:item_misc:19, Ender Star
actuallyadditions:item_misc:20, Spawner Shards
actuallyadditions:item_misc:21, Biomass
actuallyadditions:item_misc:22, Bio Coal
actuallyadditions:item_misc:23, Crystallized Canola Seed
actuallyadditions:item_misc:24, Empowered Canola Seed
actuallyadditions:item_crate_keeper, Storage Crate Keeper
actuallyadditions:item_color_lens, Lens of Color
actuallyadditions:item_explosion_lens, Lens of Detonation
actuallyadditions:item_damage_lens, Lens of Certain Death
actuallyadditions:item_more_damage_lens, Lens of the Killer
actuallyadditions:item_disenchanting_lens, Lens of Disenchanting
actuallyadditions:item_mining_lens, Lens of the Miner
actuallyadditions:item_crystal:0, Restonia Crystal
actuallyadditions:item_crystal:1, Palis Crystal
actuallyadditions:item_crystal:2, Diamatine Crystal
actuallyadditions:item_crystal:3, Void Crystal
actuallyadditions:item_crystal:4, Emeradic Crystal
actuallyadditions:item_crystal:5, Enori Crystal
actuallyadditions:item_crystal_empowered:0, Empowered Restonia Crystal
actuallyadditions:item_crystal_empowered:1, Empowered Palis Crystal
